Year,Region,Stage,Technology,Cost
2020,LTRI,mine,brine,200
2021,LTRI,mine,brine,190.4761905
2022,LTRI,mine,brine,181.4058957
2023,LTRI,mine,brine,172.7675197
2024,LTRI,mine,brine,164.540495
2025,LTRI,mine,brine,156.7052333
2026,LTRI,mine,brine,149.2430793
2027,LTRI,mine,brine,142.136266
2028,LTRI,mine,brine,135.3678724
2029,LTRI,mine,brine,128.9217832
2030,LTRI,mine,brine,122.7826507
2031,LTRI,mine,brine,116.9358578
2032,LTRI,mine,brine,111.3674836
2033,LTRI,mine,brine,106.0642701
2034,LTRI,mine,brine,101.0135906
2035,LTRI,mine,brine,96.20341962
2036,LTRI,mine,brine,91.6223044
2037,LTRI,mine,brine,87.25933752
2038,LTRI,mine,brine,83.10413097
2039,LTRI,mine,brine,79.1467914
2040,LTRI,mine,brine,75.37789657
2041,LTRI,mine,brine,71.78847293
2042,LTRI,mine,brine,68.36997422
2043,LTRI,mine,brine,65.11426116
2044,LTRI,mine,brine,62.01358206
2045,LTRI,mine,brine,59.06055434
2046,LTRI,mine,brine,56.24814699
2047,LTRI,mine,brine,53.5696638
2048,LTRI,mine,brine,51.01872743
2049,LTRI,mine,brine,48.58926422
2050,LTRI,mine,brine,46.27548973
2051,LTRI,mine,brine,44.07189498
2052,LTRI,mine,brine,41.97323332
2053,LTRI,mine,brine,39.97450792
2054,LTRI,mine,brine,38.07095992
2055,LTRI,mine,brine,36.25805707
2056,LTRI,mine,brine,34.53148292
2057,LTRI,mine,brine,32.88712659
2058,LTRI,mine,brine,31.32107295
2059,LTRI,mine,brine,29.82959328
2060,LTRI,mine,brine,28.40913646
2061,LTRI,mine,brine,27.05632044
2062,LTRI,mine,brine,25.76792423
2063,LTRI,mine,brine,24.54088022
2064,LTRI,mine,brine,23.37226687
2065,LTRI,mine,brine,22.25930178
2066,LTRI,mine,brine,21.19933503
2067,LTRI,mine,brine,20.18984289
2068,LTRI,mine,brine,19.2284218
2069,LTRI,mine,brine,18.31278266
2070,LTRI,mine,brine,17.44074539
2071,LTRI,mine,brine,16.61023371
2072,LTRI,mine,brine,15.8192702
2073,LTRI,mine,brine,15.06597162
2074,LTRI,mine,brine,14.3485444
2075,LTRI,mine,brine,13.66528038
2076,LTRI,mine,brine,13.01455274
2077,LTRI,mine,brine,12.39481214
2078,LTRI,mine,brine,11.80458299
2079,LTRI,mine,brine,11.24245999
2080,LTRI,mine,brine,10.70710475
2081,LTRI,mine,brine,10.19724262
2082,LTRI,mine,brine,9.711659637
2083,LTRI,mine,brine,9.249199654
2084,LTRI,mine,brine,8.808761575
2085,LTRI,mine,brine,8.389296738
2086,LTRI,mine,brine,7.989806417
2087,LTRI,mine,brine,7.609339445
2088,LTRI,mine,brine,7.246989948
2089,LTRI,mine,brine,6.901895188
2090,LTRI,mine,brine,6.573233513
2091,LTRI,mine,brine,6.260222393
2092,LTRI,mine,brine,5.962116565
2093,LTRI,mine,brine,5.678206252
2094,LTRI,mine,brine,5.407815478
2095,LTRI,mine,brine,5.150300455
2096,LTRI,mine,brine,4.905048053
2097,LTRI,mine,brine,4.671474336
2098,LTRI,mine,brine,4.449023177
2099,LTRI,mine,brine,4.237164931
2100,LTRI,mine,brine,4.035395172
2020,LTRI,mine,spod,200
2021,LTRI,mine,spod,190.4761905
2022,LTRI,mine,spod,181.4058957
2023,LTRI,mine,spod,172.7675197
2024,LTRI,mine,spod,164.540495
2025,LTRI,mine,spod,156.7052333
2026,LTRI,mine,spod,149.2430793
2027,LTRI,mine,spod,142.136266
2028,LTRI,mine,spod,135.3678724
2029,LTRI,mine,spod,128.9217832
2030,LTRI,mine,spod,122.7826507
2031,LTRI,mine,spod,116.9358578
2032,LTRI,mine,spod,111.3674836
2033,LTRI,mine,spod,106.0642701
2034,LTRI,mine,spod,101.0135906
2035,LTRI,mine,spod,96.20341962
2036,LTRI,mine,spod,91.6223044
2037,LTRI,mine,spod,87.25933752
2038,LTRI,mine,spod,83.10413097
2039,LTRI,mine,spod,79.1467914
2040,LTRI,mine,spod,75.37789657
2041,LTRI,mine,spod,71.78847293
2042,LTRI,mine,spod,68.36997422
2043,LTRI,mine,spod,65.11426116
2044,LTRI,mine,spod,62.01358206
2045,LTRI,mine,spod,59.06055434
2046,LTRI,mine,spod,56.24814699
2047,LTRI,mine,spod,53.5696638
2048,LTRI,mine,spod,51.01872743
2049,LTRI,mine,spod,48.58926422
2050,LTRI,mine,spod,46.27548973
2051,LTRI,mine,spod,44.07189498
2052,LTRI,mine,spod,41.97323332
2053,LTRI,mine,spod,39.97450792
2054,LTRI,mine,spod,38.07095992
2055,LTRI,mine,spod,36.25805707
2056,LTRI,mine,spod,34.53148292
2057,LTRI,mine,spod,32.88712659
2058,LTRI,mine,spod,31.32107295
2059,LTRI,mine,spod,29.82959328
2060,LTRI,mine,spod,28.40913646
2061,LTRI,mine,spod,27.05632044
2062,LTRI,mine,spod,25.76792423
2063,LTRI,mine,spod,24.54088022
2064,LTRI,mine,spod,23.37226687
2065,LTRI,mine,spod,22.25930178
2066,LTRI,mine,spod,21.19933503
2067,LTRI,mine,spod,20.18984289
2068,LTRI,mine,spod,19.2284218
2069,LTRI,mine,spod,18.31278266
2070,LTRI,mine,spod,17.44074539
2071,LTRI,mine,spod,16.61023371
2072,LTRI,mine,spod,15.8192702
2073,LTRI,mine,spod,15.06597162
2074,LTRI,mine,spod,14.3485444
2075,LTRI,mine,spod,13.66528038
2076,LTRI,mine,spod,13.01455274
2077,LTRI,mine,spod,12.39481214
2078,LTRI,mine,spod,11.80458299
2079,LTRI,mine,spod,11.24245999
2080,LTRI,mine,spod,10.70710475
2081,LTRI,mine,spod,10.19724262
2082,LTRI,mine,spod,9.711659637
2083,LTRI,mine,spod,9.249199654
2084,LTRI,mine,spod,8.808761575
2085,LTRI,mine,spod,8.389296738
2086,LTRI,mine,spod,7.989806417
2087,LTRI,mine,spod,7.609339445
2088,LTRI,mine,spod,7.246989948
2089,LTRI,mine,spod,6.901895188
2090,LTRI,mine,spod,6.573233513
2091,LTRI,mine,spod,6.260222393
2092,LTRI,mine,spod,5.962116565
2093,LTRI,mine,spod,5.678206252
2094,LTRI,mine,spod,5.407815478
2095,LTRI,mine,spod,5.150300455
2096,LTRI,mine,spod,4.905048053
2097,LTRI,mine,spod,4.671474336
2098,LTRI,mine,spod,4.449023177
2099,LTRI,mine,spod,4.237164931
2100,LTRI,mine,spod,4.035395172
2020,LTRI,mine,clay,200
2021,LTRI,mine,clay,190.4761905
2022,LTRI,mine,clay,181.4058957
2023,LTRI,mine,clay,172.7675197
2024,LTRI,mine,clay,164.540495
2025,LTRI,mine,clay,156.7052333
2026,LTRI,mine,clay,149.2430793
2027,LTRI,mine,clay,142.136266
2028,LTRI,mine,clay,135.3678724
2029,LTRI,mine,clay,128.9217832
2030,LTRI,mine,clay,122.7826507
2031,LTRI,mine,clay,116.9358578
2032,LTRI,mine,clay,111.3674836
2033,LTRI,mine,clay,106.0642701
2034,LTRI,mine,clay,101.0135906
2035,LTRI,mine,clay,96.20341962
2036,LTRI,mine,clay,91.6223044
2037,LTRI,mine,clay,87.25933752
2038,LTRI,mine,clay,83.10413097
2039,LTRI,mine,clay,79.1467914
2040,LTRI,mine,clay,75.37789657
2041,LTRI,mine,clay,71.78847293
2042,LTRI,mine,clay,68.36997422
2043,LTRI,mine,clay,65.11426116
2044,LTRI,mine,clay,62.01358206
2045,LTRI,mine,clay,59.06055434
2046,LTRI,mine,clay,56.24814699
2047,LTRI,mine,clay,53.5696638
2048,LTRI,mine,clay,51.01872743
2049,LTRI,mine,clay,48.58926422
2050,LTRI,mine,clay,46.27548973
2051,LTRI,mine,clay,44.07189498
2052,LTRI,mine,clay,41.97323332
2053,LTRI,mine,clay,39.97450792
2054,LTRI,mine,clay,38.07095992
2055,LTRI,mine,clay,36.25805707
2056,LTRI,mine,clay,34.53148292
2057,LTRI,mine,clay,32.88712659
2058,LTRI,mine,clay,31.32107295
2059,LTRI,mine,clay,29.82959328
2060,LTRI,mine,clay,28.40913646
2061,LTRI,mine,clay,27.05632044
2062,LTRI,mine,clay,25.76792423
2063,LTRI,mine,clay,24.54088022
2064,LTRI,mine,clay,23.37226687
2065,LTRI,mine,clay,22.25930178
2066,LTRI,mine,clay,21.19933503
2067,LTRI,mine,clay,20.18984289
2068,LTRI,mine,clay,19.2284218
2069,LTRI,mine,clay,18.31278266
2070,LTRI,mine,clay,17.44074539
2071,LTRI,mine,clay,16.61023371
2072,LTRI,mine,clay,15.8192702
2073,LTRI,mine,clay,15.06597162
2074,LTRI,mine,clay,14.3485444
2075,LTRI,mine,clay,13.66528038
2076,LTRI,mine,clay,13.01455274
2077,LTRI,mine,clay,12.39481214
2078,LTRI,mine,clay,11.80458299
2079,LTRI,mine,clay,11.24245999
2080,LTRI,mine,clay,10.70710475
2081,LTRI,mine,clay,10.19724262
2082,LTRI,mine,clay,9.711659637
2083,LTRI,mine,clay,9.249199654
2084,LTRI,mine,clay,8.808761575
2085,LTRI,mine,clay,8.389296738
2086,LTRI,mine,clay,7.989806417
2087,LTRI,mine,clay,7.609339445
2088,LTRI,mine,clay,7.246989948
2089,LTRI,mine,clay,6.901895188
2090,LTRI,mine,clay,6.573233513
2091,LTRI,mine,clay,6.260222393
2092,LTRI,mine,clay,5.962116565
2093,LTRI,mine,clay,5.678206252
2094,LTRI,mine,clay,5.407815478
2095,LTRI,mine,clay,5.150300455
2096,LTRI,mine,clay,4.905048053
2097,LTRI,mine,clay,4.671474336
2098,LTRI,mine,clay,4.449023177
2099,LTRI,mine,clay,4.237164931
2100,LTRI,mine,clay,4.035395172
2020,NA,mine,brine,200
2021,NA,mine,brine,190.4761905
2022,NA,mine,brine,181.4058957
2023,NA,mine,brine,172.7675197
2024,NA,mine,brine,164.540495
2025,NA,mine,brine,156.7052333
2026,NA,mine,brine,149.2430793
2027,NA,mine,brine,142.136266
2028,NA,mine,brine,135.3678724
2029,NA,mine,brine,128.9217832
2030,NA,mine,brine,122.7826507
2031,NA,mine,brine,116.9358578
2032,NA,mine,brine,111.3674836
2033,NA,mine,brine,106.0642701
2034,NA,mine,brine,101.0135906
2035,NA,mine,brine,96.20341962
2036,NA,mine,brine,91.6223044
2037,NA,mine,brine,87.25933752
2038,NA,mine,brine,83.10413097
2039,NA,mine,brine,79.1467914
2040,NA,mine,brine,75.37789657
2041,NA,mine,brine,71.78847293
2042,NA,mine,brine,68.36997422
2043,NA,mine,brine,65.11426116
2044,NA,mine,brine,62.01358206
2045,NA,mine,brine,59.06055434
2046,NA,mine,brine,56.24814699
2047,NA,mine,brine,53.5696638
2048,NA,mine,brine,51.01872743
2049,NA,mine,brine,48.58926422
2050,NA,mine,brine,46.27548973
2051,NA,mine,brine,44.07189498
2052,NA,mine,brine,41.97323332
2053,NA,mine,brine,39.97450792
2054,NA,mine,brine,38.07095992
2055,NA,mine,brine,36.25805707
2056,NA,mine,brine,34.53148292
2057,NA,mine,brine,32.88712659
2058,NA,mine,brine,31.32107295
2059,NA,mine,brine,29.82959328
2060,NA,mine,brine,28.40913646
2061,NA,mine,brine,27.05632044
2062,NA,mine,brine,25.76792423
2063,NA,mine,brine,24.54088022
2064,NA,mine,brine,23.37226687
2065,NA,mine,brine,22.25930178
2066,NA,mine,brine,21.19933503
2067,NA,mine,brine,20.18984289
2068,NA,mine,brine,19.2284218
2069,NA,mine,brine,18.31278266
2070,NA,mine,brine,17.44074539
2071,NA,mine,brine,16.61023371
2072,NA,mine,brine,15.8192702
2073,NA,mine,brine,15.06597162
2074,NA,mine,brine,14.3485444
2075,NA,mine,brine,13.66528038
2076,NA,mine,brine,13.01455274
2077,NA,mine,brine,12.39481214
2078,NA,mine,brine,11.80458299
2079,NA,mine,brine,11.24245999
2080,NA,mine,brine,10.70710475
2081,NA,mine,brine,10.19724262
2082,NA,mine,brine,9.711659637
2083,NA,mine,brine,9.249199654
2084,NA,mine,brine,8.808761575
2085,NA,mine,brine,8.389296738
2086,NA,mine,brine,7.989806417
2087,NA,mine,brine,7.609339445
2088,NA,mine,brine,7.246989948
2089,NA,mine,brine,6.901895188
2090,NA,mine,brine,6.573233513
2091,NA,mine,brine,6.260222393
2092,NA,mine,brine,5.962116565
2093,NA,mine,brine,5.678206252
2094,NA,mine,brine,5.407815478
2095,NA,mine,brine,5.150300455
2096,NA,mine,brine,4.905048053
2097,NA,mine,brine,4.671474336
2098,NA,mine,brine,4.449023177
2099,NA,mine,brine,4.237164931
2100,NA,mine,brine,4.035395172
2020,NA,mine,spod,200
2021,NA,mine,spod,190.4761905
2022,NA,mine,spod,181.4058957
2023,NA,mine,spod,172.7675197
2024,NA,mine,spod,164.540495
2025,NA,mine,spod,156.7052333
2026,NA,mine,spod,149.2430793
2027,NA,mine,spod,142.136266
2028,NA,mine,spod,135.3678724
2029,NA,mine,spod,128.9217832
2030,NA,mine,spod,122.7826507
2031,NA,mine,spod,116.9358578
2032,NA,mine,spod,111.3674836
2033,NA,mine,spod,106.0642701
2034,NA,mine,spod,101.0135906
2035,NA,mine,spod,96.20341962
2036,NA,mine,spod,91.6223044
2037,NA,mine,spod,87.25933752
2038,NA,mine,spod,83.10413097
2039,NA,mine,spod,79.1467914
2040,NA,mine,spod,75.37789657
2041,NA,mine,spod,71.78847293
2042,NA,mine,spod,68.36997422
2043,NA,mine,spod,65.11426116
2044,NA,mine,spod,62.01358206
2045,NA,mine,spod,59.06055434
2046,NA,mine,spod,56.24814699
2047,NA,mine,spod,53.5696638
2048,NA,mine,spod,51.01872743
2049,NA,mine,spod,48.58926422
2050,NA,mine,spod,46.27548973
2051,NA,mine,spod,44.07189498
2052,NA,mine,spod,41.97323332
2053,NA,mine,spod,39.97450792
2054,NA,mine,spod,38.07095992
2055,NA,mine,spod,36.25805707
2056,NA,mine,spod,34.53148292
2057,NA,mine,spod,32.88712659
2058,NA,mine,spod,31.32107295
2059,NA,mine,spod,29.82959328
2060,NA,mine,spod,28.40913646
2061,NA,mine,spod,27.05632044
2062,NA,mine,spod,25.76792423
2063,NA,mine,spod,24.54088022
2064,NA,mine,spod,23.37226687
2065,NA,mine,spod,22.25930178
2066,NA,mine,spod,21.19933503
2067,NA,mine,spod,20.18984289
2068,NA,mine,spod,19.2284218
2069,NA,mine,spod,18.31278266
2070,NA,mine,spod,17.44074539
2071,NA,mine,spod,16.61023371
2072,NA,mine,spod,15.8192702
2073,NA,mine,spod,15.06597162
2074,NA,mine,spod,14.3485444
2075,NA,mine,spod,13.66528038
2076,NA,mine,spod,13.01455274
2077,NA,mine,spod,12.39481214
2078,NA,mine,spod,11.80458299
2079,NA,mine,spod,11.24245999
2080,NA,mine,spod,10.70710475
2081,NA,mine,spod,10.19724262
2082,NA,mine,spod,9.711659637
2083,NA,mine,spod,9.249199654
2084,NA,mine,spod,8.808761575
2085,NA,mine,spod,8.389296738
2086,NA,mine,spod,7.989806417
2087,NA,mine,spod,7.609339445
2088,NA,mine,spod,7.246989948
2089,NA,mine,spod,6.901895188
2090,NA,mine,spod,6.573233513
2091,NA,mine,spod,6.260222393
2092,NA,mine,spod,5.962116565
2093,NA,mine,spod,5.678206252
2094,NA,mine,spod,5.407815478
2095,NA,mine,spod,5.150300455
2096,NA,mine,spod,4.905048053
2097,NA,mine,spod,4.671474336
2098,NA,mine,spod,4.449023177
2099,NA,mine,spod,4.237164931
2100,NA,mine,spod,4.035395172
2020,NA,mine,clay,200
2021,NA,mine,clay,190.4761905
2022,NA,mine,clay,181.4058957
2023,NA,mine,clay,172.7675197
2024,NA,mine,clay,164.540495
2025,NA,mine,clay,156.7052333
2026,NA,mine,clay,149.2430793
2027,NA,mine,clay,142.136266
2028,NA,mine,clay,135.3678724
2029,NA,mine,clay,128.9217832
2030,NA,mine,clay,122.7826507
2031,NA,mine,clay,116.9358578
2032,NA,mine,clay,111.3674836
2033,NA,mine,clay,106.0642701
2034,NA,mine,clay,101.0135906
2035,NA,mine,clay,96.20341962
2036,NA,mine,clay,91.6223044
2037,NA,mine,clay,87.25933752
2038,NA,mine,clay,83.10413097
2039,NA,mine,clay,79.1467914
2040,NA,mine,clay,75.37789657
2041,NA,mine,clay,71.78847293
2042,NA,mine,clay,68.36997422
2043,NA,mine,clay,65.11426116
2044,NA,mine,clay,62.01358206
2045,NA,mine,clay,59.06055434
2046,NA,mine,clay,56.24814699
2047,NA,mine,clay,53.5696638
2048,NA,mine,clay,51.01872743
2049,NA,mine,clay,48.58926422
2050,NA,mine,clay,46.27548973
2051,NA,mine,clay,44.07189498
2052,NA,mine,clay,41.97323332
2053,NA,mine,clay,39.97450792
2054,NA,mine,clay,38.07095992
2055,NA,mine,clay,36.25805707
2056,NA,mine,clay,34.53148292
2057,NA,mine,clay,32.88712659
2058,NA,mine,clay,31.32107295
2059,NA,mine,clay,29.82959328
2060,NA,mine,clay,28.40913646
2061,NA,mine,clay,27.05632044
2062,NA,mine,clay,25.76792423
2063,NA,mine,clay,24.54088022
2064,NA,mine,clay,23.37226687
2065,NA,mine,clay,22.25930178
2066,NA,mine,clay,21.19933503
2067,NA,mine,clay,20.18984289
2068,NA,mine,clay,19.2284218
2069,NA,mine,clay,18.31278266
2070,NA,mine,clay,17.44074539
2071,NA,mine,clay,16.61023371
2072,NA,mine,clay,15.8192702
2073,NA,mine,clay,15.06597162
2074,NA,mine,clay,14.3485444
2075,NA,mine,clay,13.66528038
2076,NA,mine,clay,13.01455274
2077,NA,mine,clay,12.39481214
2078,NA,mine,clay,11.80458299
2079,NA,mine,clay,11.24245999
2080,NA,mine,clay,10.70710475
2081,NA,mine,clay,10.19724262
2082,NA,mine,clay,9.711659637
2083,NA,mine,clay,9.249199654
2084,NA,mine,clay,8.808761575
2085,NA,mine,clay,8.389296738
2086,NA,mine,clay,7.989806417
2087,NA,mine,clay,7.609339445
2088,NA,mine,clay,7.246989948
2089,NA,mine,clay,6.901895188
2090,NA,mine,clay,6.573233513
2091,NA,mine,clay,6.260222393
2092,NA,mine,clay,5.962116565
2093,NA,mine,clay,5.678206252
2094,NA,mine,clay,5.407815478
2095,NA,mine,clay,5.150300455
2096,NA,mine,clay,4.905048053
2097,NA,mine,clay,4.671474336
2098,NA,mine,clay,4.449023177
2099,NA,mine,clay,4.237164931
2100,NA,mine,clay,4.035395172
2020,LAC,mine,brine,200
2021,LAC,mine,brine,190.4761905
2022,LAC,mine,brine,181.4058957
2023,LAC,mine,brine,172.7675197
2024,LAC,mine,brine,164.540495
2025,LAC,mine,brine,156.7052333
2026,LAC,mine,brine,149.2430793
2027,LAC,mine,brine,142.136266
2028,LAC,mine,brine,135.3678724
2029,LAC,mine,brine,128.9217832
2030,LAC,mine,brine,122.7826507
2031,LAC,mine,brine,116.9358578
2032,LAC,mine,brine,111.3674836
2033,LAC,mine,brine,106.0642701
2034,LAC,mine,brine,101.0135906
2035,LAC,mine,brine,96.20341962
2036,LAC,mine,brine,91.6223044
2037,LAC,mine,brine,87.25933752
2038,LAC,mine,brine,83.10413097
2039,LAC,mine,brine,79.1467914
2040,LAC,mine,brine,75.37789657
2041,LAC,mine,brine,71.78847293
2042,LAC,mine,brine,68.36997422
2043,LAC,mine,brine,65.11426116
2044,LAC,mine,brine,62.01358206
2045,LAC,mine,brine,59.06055434
2046,LAC,mine,brine,56.24814699
2047,LAC,mine,brine,53.5696638
2048,LAC,mine,brine,51.01872743
2049,LAC,mine,brine,48.58926422
2050,LAC,mine,brine,46.27548973
2051,LAC,mine,brine,44.07189498
2052,LAC,mine,brine,41.97323332
2053,LAC,mine,brine,39.97450792
2054,LAC,mine,brine,38.07095992
2055,LAC,mine,brine,36.25805707
2056,LAC,mine,brine,34.53148292
2057,LAC,mine,brine,32.88712659
2058,LAC,mine,brine,31.32107295
2059,LAC,mine,brine,29.82959328
2060,LAC,mine,brine,28.40913646
2061,LAC,mine,brine,27.05632044
2062,LAC,mine,brine,25.76792423
2063,LAC,mine,brine,24.54088022
2064,LAC,mine,brine,23.37226687
2065,LAC,mine,brine,22.25930178
2066,LAC,mine,brine,21.19933503
2067,LAC,mine,brine,20.18984289
2068,LAC,mine,brine,19.2284218
2069,LAC,mine,brine,18.31278266
2070,LAC,mine,brine,17.44074539
2071,LAC,mine,brine,16.61023371
2072,LAC,mine,brine,15.8192702
2073,LAC,mine,brine,15.06597162
2074,LAC,mine,brine,14.3485444
2075,LAC,mine,brine,13.66528038
2076,LAC,mine,brine,13.01455274
2077,LAC,mine,brine,12.39481214
2078,LAC,mine,brine,11.80458299
2079,LAC,mine,brine,11.24245999
2080,LAC,mine,brine,10.70710475
2081,LAC,mine,brine,10.19724262
2082,LAC,mine,brine,9.711659637
2083,LAC,mine,brine,9.249199654
2084,LAC,mine,brine,8.808761575
2085,LAC,mine,brine,8.389296738
2086,LAC,mine,brine,7.989806417
2087,LAC,mine,brine,7.609339445
2088,LAC,mine,brine,7.246989948
2089,LAC,mine,brine,6.901895188
2090,LAC,mine,brine,6.573233513
2091,LAC,mine,brine,6.260222393
2092,LAC,mine,brine,5.962116565
2093,LAC,mine,brine,5.678206252
2094,LAC,mine,brine,5.407815478
2095,LAC,mine,brine,5.150300455
2096,LAC,mine,brine,4.905048053
2097,LAC,mine,brine,4.671474336
2098,LAC,mine,brine,4.449023177
2099,LAC,mine,brine,4.237164931
2100,LAC,mine,brine,4.035395172
2020,LAC,mine,spod,200
2021,LAC,mine,spod,190.4761905
2022,LAC,mine,spod,181.4058957
2023,LAC,mine,spod,172.7675197
2024,LAC,mine,spod,164.540495
2025,LAC,mine,spod,156.7052333
2026,LAC,mine,spod,149.2430793
2027,LAC,mine,spod,142.136266
2028,LAC,mine,spod,135.3678724
2029,LAC,mine,spod,128.9217832
2030,LAC,mine,spod,122.7826507
2031,LAC,mine,spod,116.9358578
2032,LAC,mine,spod,111.3674836
2033,LAC,mine,spod,106.0642701
2034,LAC,mine,spod,101.0135906
2035,LAC,mine,spod,96.20341962
2036,LAC,mine,spod,91.6223044
2037,LAC,mine,spod,87.25933752
2038,LAC,mine,spod,83.10413097
2039,LAC,mine,spod,79.1467914
2040,LAC,mine,spod,75.37789657
2041,LAC,mine,spod,71.78847293
2042,LAC,mine,spod,68.36997422
2043,LAC,mine,spod,65.11426116
2044,LAC,mine,spod,62.01358206
2045,LAC,mine,spod,59.06055434
2046,LAC,mine,spod,56.24814699
2047,LAC,mine,spod,53.5696638
2048,LAC,mine,spod,51.01872743
2049,LAC,mine,spod,48.58926422
2050,LAC,mine,spod,46.27548973
2051,LAC,mine,spod,44.07189498
2052,LAC,mine,spod,41.97323332
2053,LAC,mine,spod,39.97450792
2054,LAC,mine,spod,38.07095992
2055,LAC,mine,spod,36.25805707
2056,LAC,mine,spod,34.53148292
2057,LAC,mine,spod,32.88712659
2058,LAC,mine,spod,31.32107295
2059,LAC,mine,spod,29.82959328
2060,LAC,mine,spod,28.40913646
2061,LAC,mine,spod,27.05632044
2062,LAC,mine,spod,25.76792423
2063,LAC,mine,spod,24.54088022
2064,LAC,mine,spod,23.37226687
2065,LAC,mine,spod,22.25930178
2066,LAC,mine,spod,21.19933503
2067,LAC,mine,spod,20.18984289
2068,LAC,mine,spod,19.2284218
2069,LAC,mine,spod,18.31278266
2070,LAC,mine,spod,17.44074539
2071,LAC,mine,spod,16.61023371
2072,LAC,mine,spod,15.8192702
2073,LAC,mine,spod,15.06597162
2074,LAC,mine,spod,14.3485444
2075,LAC,mine,spod,13.66528038
2076,LAC,mine,spod,13.01455274
2077,LAC,mine,spod,12.39481214
2078,LAC,mine,spod,11.80458299
2079,LAC,mine,spod,11.24245999
2080,LAC,mine,spod,10.70710475
2081,LAC,mine,spod,10.19724262
2082,LAC,mine,spod,9.711659637
2083,LAC,mine,spod,9.249199654
2084,LAC,mine,spod,8.808761575
2085,LAC,mine,spod,8.389296738
2086,LAC,mine,spod,7.989806417
2087,LAC,mine,spod,7.609339445
2088,LAC,mine,spod,7.246989948
2089,LAC,mine,spod,6.901895188
2090,LAC,mine,spod,6.573233513
2091,LAC,mine,spod,6.260222393
2092,LAC,mine,spod,5.962116565
2093,LAC,mine,spod,5.678206252
2094,LAC,mine,spod,5.407815478
2095,LAC,mine,spod,5.150300455
2096,LAC,mine,spod,4.905048053
2097,LAC,mine,spod,4.671474336
2098,LAC,mine,spod,4.449023177
2099,LAC,mine,spod,4.237164931
2100,LAC,mine,spod,4.035395172
2020,LAC,mine,clay,200
2021,LAC,mine,clay,190.4761905
2022,LAC,mine,clay,181.4058957
2023,LAC,mine,clay,172.7675197
2024,LAC,mine,clay,164.540495
2025,LAC,mine,clay,156.7052333
2026,LAC,mine,clay,149.2430793
2027,LAC,mine,clay,142.136266
2028,LAC,mine,clay,135.3678724
2029,LAC,mine,clay,128.9217832
2030,LAC,mine,clay,122.7826507
2031,LAC,mine,clay,116.9358578
2032,LAC,mine,clay,111.3674836
2033,LAC,mine,clay,106.0642701
2034,LAC,mine,clay,101.0135906
2035,LAC,mine,clay,96.20341962
2036,LAC,mine,clay,91.6223044
2037,LAC,mine,clay,87.25933752
2038,LAC,mine,clay,83.10413097
2039,LAC,mine,clay,79.1467914
2040,LAC,mine,clay,75.37789657
2041,LAC,mine,clay,71.78847293
2042,LAC,mine,clay,68.36997422
2043,LAC,mine,clay,65.11426116
2044,LAC,mine,clay,62.01358206
2045,LAC,mine,clay,59.06055434
2046,LAC,mine,clay,56.24814699
2047,LAC,mine,clay,53.5696638
2048,LAC,mine,clay,51.01872743
2049,LAC,mine,clay,48.58926422
2050,LAC,mine,clay,46.27548973
2051,LAC,mine,clay,44.07189498
2052,LAC,mine,clay,41.97323332
2053,LAC,mine,clay,39.97450792
2054,LAC,mine,clay,38.07095992
2055,LAC,mine,clay,36.25805707
2056,LAC,mine,clay,34.53148292
2057,LAC,mine,clay,32.88712659
2058,LAC,mine,clay,31.32107295
2059,LAC,mine,clay,29.82959328
2060,LAC,mine,clay,28.40913646
2061,LAC,mine,clay,27.05632044
2062,LAC,mine,clay,25.76792423
2063,LAC,mine,clay,24.54088022
2064,LAC,mine,clay,23.37226687
2065,LAC,mine,clay,22.25930178
2066,LAC,mine,clay,21.19933503
2067,LAC,mine,clay,20.18984289
2068,LAC,mine,clay,19.2284218
2069,LAC,mine,clay,18.31278266
2070,LAC,mine,clay,17.44074539
2071,LAC,mine,clay,16.61023371
2072,LAC,mine,clay,15.8192702
2073,LAC,mine,clay,15.06597162
2074,LAC,mine,clay,14.3485444
2075,LAC,mine,clay,13.66528038
2076,LAC,mine,clay,13.01455274
2077,LAC,mine,clay,12.39481214
2078,LAC,mine,clay,11.80458299
2079,LAC,mine,clay,11.24245999
2080,LAC,mine,clay,10.70710475
2081,LAC,mine,clay,10.19724262
2082,LAC,mine,clay,9.711659637
2083,LAC,mine,clay,9.249199654
2084,LAC,mine,clay,8.808761575
2085,LAC,mine,clay,8.389296738
2086,LAC,mine,clay,7.989806417
2087,LAC,mine,clay,7.609339445
2088,LAC,mine,clay,7.246989948
2089,LAC,mine,clay,6.901895188
2090,LAC,mine,clay,6.573233513
2091,LAC,mine,clay,6.260222393
2092,LAC,mine,clay,5.962116565
2093,LAC,mine,clay,5.678206252
2094,LAC,mine,clay,5.407815478
2095,LAC,mine,clay,5.150300455
2096,LAC,mine,clay,4.905048053
2097,LAC,mine,clay,4.671474336
2098,LAC,mine,clay,4.449023177
2099,LAC,mine,clay,4.237164931
2100,LAC,mine,clay,4.035395172
2020,SSA,mine,brine,200
2021,SSA,mine,brine,190.4761905
2022,SSA,mine,brine,181.4058957
2023,SSA,mine,brine,172.7675197
2024,SSA,mine,brine,164.540495
2025,SSA,mine,brine,156.7052333
2026,SSA,mine,brine,149.2430793
2027,SSA,mine,brine,142.136266
2028,SSA,mine,brine,135.3678724
2029,SSA,mine,brine,128.9217832
