Year,Region,Stage,Technology,Cost
2031,SEA,mine,brine,8.684241481
2032,SEA,mine,brine,8.270706172
2033,SEA,mine,brine,7.876863021
2034,SEA,mine,brine,7.501774306
2035,SEA,mine,brine,7.144546958
2036,SEA,mine,brine,6.804330436
2037,SEA,mine,brine,6.480314701
2038,SEA,mine,brine,6.171728287
2039,SEA,mine,brine,5.877836464
2040,SEA,mine,brine,5.597939489
2041,SEA,mine,brine,5.331370942
2042,SEA,mine,brine,5.077496135
2043,SEA,mine,brine,4.835710605
2044,SEA,mine,brine,4.605438671
2045,SEA,mine,brine,4.386132068
2046,SEA,mine,brine,4.177268636
2047,SEA,mine,brine,3.978351082
2048,SEA,mine,brine,3.788905792
2049,SEA,mine,brine,3.608481707
2050,SEA,mine,brine,3.436649245
2051,SEA,mine,brine,3.272999281
2052,SEA,mine,brine,3.117142172
2053,SEA,mine,brine,2.968706831
2054,SEA,mine,brine,2.827339839
2055,SEA,mine,brine,2.692704608
2056,SEA,mine,brine,2.564480579
2057,SEA,mine,brine,2.442362457
2058,SEA,mine,brine,2.326059482
2059,SEA,mine,brine,2.215294745
2060,SEA,mine,brine,2.109804519
2061,SEA,mine,brine,2.009337637
2062,SEA,mine,brine,1.913654893
2063,SEA,mine,brine,1.822528469
2064,SEA,mine,brine,1.735741399
2065,SEA,mine,brine,1.653087047
2066,SEA,mine,brine,1.574368616
2067,SEA,mine,brine,1.499398682
2068,SEA,mine,brine,1.427998745
2069,SEA,mine,brine,1.359998805
2070,SEA,mine,brine,1.295236957
2071,SEA,mine,brine,1.233559006
2072,SEA,mine,brine,1.174818101
2073,SEA,mine,brine,1.118874382
2074,SEA,mine,brine,1.06559465
2075,SEA,mine,brine,1.014852047
2076,SEA,mine,brine,0.966525759
2077,SEA,mine,brine,0.920500723
2078,SEA,mine,brine,0.876667355
2079,SEA,mine,brine,0.834921291
2080,SEA,mine,brine,0.795163134
2081,SEA,mine,brine,0.757298223
2082,SEA,mine,brine,0.721236403
2083,SEA,mine,brine,0.686891812
2084,SEA,mine,brine,0.654182678
2085,SEA,mine,brine,0.623031122
2086,SEA,mine,brine,0.593362974
2087,SEA,mine,brine,0.565107594
2088,SEA,mine,brine,0.538197708
2089,SEA,mine,brine,0.512569246
2090,SEA,mine,brine,0.488161187
2091,SEA,mine,brine,0.464915416
2092,SEA,mine,brine,0.442776587
2093,SEA,mine,brine,0.421691987
2094,SEA,mine,brine,0.401611416
2095,SEA,mine,brine,0.382487063
2096,SEA,mine,brine,0.364273394
2097,SEA,mine,brine,0.346927042
2098,SEA,mine,brine,0.330406706
2099,SEA,mine,brine,0.314673054
2100,SEA,mine,brine,0.299688622
2020,SEA,mine,spod,100
2021,SEA,mine,spod,12.87809524
2022,SEA,mine,spod,12.26485261
2023,SEA,mine,spod,11.68081201
2024,SEA,mine,spod,11.12458286
2025,SEA,mine,spod,10.59484082
2026,SEA,mine,spod,10.09032459
2027,SEA,mine,spod,9.609832946
2028,SEA,mine,spod,9.152221853
2029,SEA,mine,spod,8.716401765
2030,SEA,mine,spod,8.301335014
2031,SEA,mine,spod,7.906033347
2032,SEA,mine,spod,7.529555569
2033,SEA,mine,spod,7.171005303
2034,SEA,mine,spod,6.82952886
2035,SEA,mine,spod,6.5043132
2036,SEA,mine,spod,6.194584
2037,SEA,mine,spod,5.89960381
2038,SEA,mine,spod,5.618670295
2039,SEA,mine,spod,5.351114567
2040,SEA,mine,spod,5.096299587
2041,SEA,mine,spod,4.853618655
2042,SEA,mine,spod,4.622493957
2043,SEA,mine,spod,4.402375197
2044,SEA,mine,spod,4.192738283
2045,SEA,mine,spod,3.993084079
2046,SEA,mine,spod,3.802937218
2047,SEA,mine,spod,3.62184497
2048,SEA,mine,spod,3.449376161
2049,SEA,mine,spod,3.285120154
2050,SEA,mine,spod,3.128685861
2051,SEA,mine,spod,2.97970082
2052,SEA,mine,spod,2.837810305
2053,SEA,mine,spod,2.70267648
2054,SEA,mine,spod,2.5739776
2055,SEA,mine,spod,2.451407239
2056,SEA,mine,spod,2.334673561
2057,SEA,mine,spod,2.223498629
2058,SEA,mine,spod,2.117617742
2059,SEA,mine,spod,2.016778802
2060,SEA,mine,spod,1.920741716
2061,SEA,mine,spod,1.829277825
2062,SEA,mine,spod,1.742169357
2063,SEA,mine,spod,1.659208911
2064,SEA,mine,spod,1.580198963
2065,SEA,mine,spod,1.504951394
2066,SEA,mine,spod,1.433287041
2067,SEA,mine,spod,1.365035278
2068,SEA,mine,spod,1.300033598
2069,SEA,mine,spod,1.238127236
2070,SEA,mine,spod,1.179168796
2071,SEA,mine,spod,1.123017901
2072,SEA,mine,spod,1.069540858
2073,SEA,mine,spod,1.018610341
2074,SEA,mine,spod,0.970105087
2075,SEA,mine,spod,0.923909606
2076,SEA,mine,spod,0.879913911
2077,SEA,mine,spod,0.838013248
2078,SEA,mine,spod,0.798107856
2079,SEA,mine,spod,0.76010272
2080,SEA,mine,spod,0.723907352
2081,SEA,mine,spod,0.689435573
2082,SEA,mine,spod,0.656605308
2083,SEA,mine,spod,0.625338389
2084,SEA,mine,spod,0.59556037
2085,SEA,mine,spod,0.567200352
2086,SEA,mine,spod,0.540190812
2087,SEA,mine,spod,0.51446744
2088,SEA,mine,spod,0.48996899
2089,SEA,mine,spod,0.466637134
2090,SEA,mine,spod,0.444416318
2091,SEA,mine,spod,0.423253636
2092,SEA,mine,spod,0.403098701
2093,SEA,mine,spod,0.383903525
2094,SEA,mine,spod,0.365622404
2095,SEA,mine,spod,0.348211814
2096,SEA,mine,spod,0.331630299
2097,SEA,mine,spod,0.31583838
2098,SEA,mine,spod,0.300798457
2099,SEA,mine,spod,0.286474721
2100,SEA,mine,spod,0.272833068
2020,SEA,mine,clay,100
2021,SEA,mine,clay,8.872380952
2022,SEA,mine,clay,8.449886621
2023,SEA,mine,clay,8.047511068
2024,SEA,mine,clay,7.664296255
2025,SEA,mine,clay,7.299329767
2026,SEA,mine,clay,6.951742635
2027,SEA,mine,clay,6.620707271
2028,SEA,mine,clay,6.305435497
2029,SEA,mine,clay,6.005176663
2030,SEA,mine,clay,5.71921587
2031,SEA,mine,clay,5.446872257
2032,SEA,mine,clay,5.187497388
2033,SEA,mine,clay,4.940473703
2034,SEA,mine,clay,4.70521305
2035,SEA,mine,clay,4.481155286
2036,SEA,mine,clay,4.267766939
2037,SEA,mine,clay,4.064539942
2038,SEA,mine,clay,3.870990421
2039,SEA,mine,clay,3.686657544
2040,SEA,mine,clay,3.511102422
2041,SEA,mine,clay,3.343907069
2042,SEA,mine,clay,3.184673399
2043,SEA,mine,clay,3.033022285
2044,SEA,mine,clay,2.888592652
2045,SEA,mine,clay,2.751040621
2046,SEA,mine,clay,2.620038687
2047,SEA,mine,clay,2.49527494
2048,SEA,mine,clay,2.376452324
2049,SEA,mine,clay,2.263287927
2050,SEA,mine,clay,2.155512312
2051,SEA,mine,clay,2.052868868
2052,SEA,mine,clay,1.955113208
2053,SEA,mine,clay,1.862012579
2054,SEA,mine,clay,1.773345313
2055,SEA,mine,clay,1.688900298
2056,SEA,mine,clay,1.608476475
2057,SEA,mine,clay,1.531882357
2058,SEA,mine,clay,1.458935578
2059,SEA,mine,clay,1.389462455
2060,SEA,mine,clay,1.323297576
2061,SEA,mine,clay,1.260283406
2062,SEA,mine,clay,1.20026991
2063,SEA,mine,clay,1.1431142
2064,SEA,mine,clay,1.088680191
2065,SEA,mine,clay,1.036838277
2066,SEA,mine,clay,0.987465026
2067,SEA,mine,clay,0.940442882
2068,SEA,mine,clay,0.895659887
2069,SEA,mine,clay,0.853009416
2070,SEA,mine,clay,0.81238992
2071,SEA,mine,clay,0.773704686
2072,SEA,mine,clay,0.736861606
2073,SEA,mine,clay,0.701772958
2074,SEA,mine,clay,0.668355198
2075,SEA,mine,clay,0.63652876
2076,SEA,mine,clay,0.606217867
2077,SEA,mine,clay,0.577350349
2078,SEA,mine,clay,0.549857475
2079,SEA,mine,clay,0.523673786
2080,SEA,mine,clay,0.498736939
2081,SEA,mine,clay,0.474987561
2082,SEA,mine,clay,0.452369106
2083,SEA,mine,clay,0.43082772
2084,SEA,mine,clay,0.410312114
2085,SEA,mine,clay,0.390773442
2086,SEA,mine,clay,0.372165183
2087,SEA,mine,clay,0.354443031
2088,SEA,mine,clay,0.337564792
2089,SEA,mine,clay,0.321490278
2090,SEA,mine,clay,0.306181217
2091,SEA,mine,clay,0.291601159
2092,SEA,mine,clay,0.27771539
2093,SEA,mine,clay,0.264490847
2094,SEA,mine,clay,0.251896045
2095,SEA,mine,clay,0.239900995
2096,SEA,mine,clay,0.228477138
2097,SEA,mine,clay,0.217597275
2098,SEA,mine,clay,0.2072355
2099,SEA,mine,clay,0.197367142
2100,SEA,mine,clay,0.187968707
2020,OCE,mine,brine,100
2021,OCE,mine,brine,14.14571429
2022,OCE,mine,brine,13.47210884
2023,OCE,mine,brine,12.83057985
2024,OCE,mine,brine,12.21959986
2025,OCE,mine,brine,11.63771415
2026,OCE,mine,brine,11.08353729
2027,OCE,mine,brine,10.5557498
2028,OCE,mine,brine,10.05309504
2029,OCE,mine,brine,9.574376233
2030,OCE,mine,brine,9.118453555
2031,OCE,mine,brine,8.684241481
2032,OCE,mine,brine,8.270706172
2033,OCE,mine,brine,7.876863021
2034,OCE,mine,brine,7.501774306
2035,OCE,mine,brine,7.144546958
2036,OCE,mine,brine,6.804330436
2037,OCE,mine,brine,6.480314701
2038,OCE,mine,brine,6.171728287
2039,OCE,mine,brine,5.877836464
2040,OCE,mine,brine,5.597939489
2041,OCE,mine,brine,5.331370942
2042,OCE,mine,brine,5.077496135
2043,OCE,mine,brine,4.835710605
2044,OCE,mine,brine,4.605438671
2045,OCE,mine,brine,4.386132068
2046,OCE,mine,brine,4.177268636
2047,OCE,mine,brine,3.978351082
2048,OCE,mine,brine,3.788905792
2049,OCE,mine,brine,3.608481707
2050,OCE,mine,brine,3.436649245
2051,OCE,mine,brine,3.272999281
2052,OCE,mine,brine,3.117142172
2053,OCE,mine,brine,2.968706831
2054,OCE,mine,brine,2.827339839
2055,OCE,mine,brine,2.692704608
2056,OCE,mine,brine,2.564480579
2057,OCE,mine,brine,2.442362457
2058,OCE,mine,brine,2.326059482
2059,OCE,mine,brine,2.215294745
2060,OCE,mine,brine,2.109804519
2061,OCE,mine,brine,2.009337637
2062,OCE,mine,brine,1.913654893
2063,OCE,mine,brine,1.822528469
2064,OCE,mine,brine,1.735741399
2065,OCE,mine,brine,1.653087047
2066,OCE,mine,brine,1.574368616
2067,OCE,mine,brine,1.499398682
2068,OCE,mine,brine,1.427998745
2069,OCE,mine,brine,1.359998805
2070,OCE,mine,brine,1.295236957
2071,OCE,mine,brine,1.233559006
2072,OCE,mine,brine,1.174818101
2073,OCE,mine,brine,1.118874382
2074,OCE,mine,brine,1.06559465
2075,OCE,mine,brine,1.014852047
2076,OCE,mine,brine,0.966525759
2077,OCE,mine,brine,0.920500723
2078,OCE,mine,brine,0.876667355
2079,OCE,mine,brine,0.834921291
2080,OCE,mine,brine,0.795163134
2081,OCE,mine,brine,0.757298223
2082,OCE,mine,brine,0.721236403
2083,OCE,mine,brine,0.686891812
2084,OCE,mine,brine,0.654182678
2085,OCE,mine,brine,0.623031122
2086,OCE,mine,brine,0.593362974
2087,OCE,mine,brine,0.565107594
2088,OCE,mine,brine,0.538197708
2089,OCE,mine,brine,0.512569246
2090,OCE,mine,brine,0.488161187
2091,OCE,mine,brine,0.464915416
2092,OCE,mine,brine,0.442776587
2093,OCE,mine,brine,0.421691987
2094,OCE,mine,brine,0.401611416
2095,OCE,mine,brine,0.382487063
2096,OCE,mine,brine,0.364273394
2097,OCE,mine,brine,0.346927042
2098,OCE,mine,brine,0.330406706
2099,OCE,mine,brine,0.314673054
2100,OCE,mine,brine,0.299688622
2020,OCE,mine,spod,100
2021,OCE,mine,spod,12.87809524
2022,OCE,mine,spod,12.26485261
2023,OCE,mine,spod,11.68081201
2024,OCE,mine,spod,11.12458286
2025,OCE,mine,spod,10.59484082
2026,OCE,mine,spod,10.09032459
2027,OCE,mine,spod,9.609832946
2028,OCE,mine,spod,9.152221853
2029,OCE,mine,spod,8.716401765
2030,OCE,mine,spod,8.301335014
2031,OCE,mine,spod,7.906033347
2032,OCE,mine,spod,7.529555569
2033,OCE,mine,spod,7.171005303
2034,OCE,mine,spod,6.82952886
2035,OCE,mine,spod,6.5043132
2036,OCE,mine,spod,6.194584
2037,OCE,mine,spod,5.89960381
2038,OCE,mine,spod,5.618670295
2039,OCE,mine,spod,5.351114567
2040,OCE,mine,spod,5.096299587
2041,OCE,mine,spod,4.853618655
2042,OCE,mine,spod,4.622493957
2043,OCE,mine,spod,4.402375197
2044,OCE,mine,spod,4.192738283
2045,OCE,mine,spod,3.993084079
2046,OCE,mine,spod,3.802937218
2047,OCE,mine,spod,3.62184497
2048,OCE,mine,spod,3.449376161
2049,OCE,mine,spod,3.285120154
2050,OCE,mine,spod,3.128685861
2051,OCE,mine,spod,2.97970082
2052,OCE,mine,spod,2.837810305
2053,OCE,mine,spod,2.70267648
2054,OCE,mine,spod,2.5739776
2055,OCE,mine,spod,2.451407239
2056,OCE,mine,spod,2.334673561
2057,OCE,mine,spod,2.223498629
2058,OCE,mine,spod,2.117617742
2059,OCE,mine,spod,2.016778802
2060,OCE,mine,spod,1.920741716
2061,OCE,mine,spod,1.829277825
2062,OCE,mine,spod,1.742169357
2063,OCE,mine,spod,1.659208911
2064,OCE,mine,spod,1.580198963
2065,OCE,mine,spod,1.504951394
2066,OCE,mine,spod,1.433287041
2067,OCE,mine,spod,1.365035278
2068,OCE,mine,spod,1.300033598
2069,OCE,mine,spod,1.238127236
2070,OCE,mine,spod,1.179168796
2071,OCE,mine,spod,1.123017901
2072,OCE,mine,spod,1.069540858
2073,OCE,mine,spod,1.018610341
2074,OCE,mine,spod,0.970105087
2075,OCE,mine,spod,0.923909606
2076,OCE,mine,spod,0.879913911
2077,OCE,mine,spod,0.838013248
2078,OCE,mine,spod,0.798107856
2079,OCE,mine,spod,0.76010272
2080,OCE,mine,spod,0.723907352
2081,OCE,mine,spod,0.689435573
2082,OCE,mine,spod,0.656605308
2083,OCE,mine,spod,0.625338389
2084,OCE,mine,spod,0.59556037
2085,OCE,mine,spod,0.567200352
2086,OCE,mine,spod,0.540190812
2087,OCE,mine,spod,0.51446744
2088,OCE,mine,spod,0.48996899
2089,OCE,mine,spod,0.466637134
2090,OCE,mine,spod,0.444416318
2091,OCE,mine,spod,0.423253636
2092,OCE,mine,spod,0.403098701
2093,OCE,mine,spod,0.383903525
2094,OCE,mine,spod,0.365622404
2095,OCE,mine,spod,0.348211814
2096,OCE,mine,spod,0.331630299
2097,OCE,mine,spod,0.31583838
2098,OCE,mine,spod,0.300798457
2099,OCE,mine,spod,0.286474721
2100,OCE,mine,spod,0.272833068
2020,OCE,mine,clay,100
2021,OCE,mine,clay,8.872380952
2022,OCE,mine,clay,8.449886621
2023,OCE,mine,clay,8.047511068
2024,OCE,mine,clay,7.664296255
2025,OCE,mine,clay,7.299329767
2026,OCE,mine,clay,6.951742635
2027,OCE,mine,clay,6.620707271
2028,OCE,mine,clay,6.305435497
2029,OCE,mine,clay,6.005176663
2030,OCE,mine,clay,5.71921587
2031,OCE,mine,clay,5.446872257
2032,OCE,mine,clay,5.187497388
2033,OCE,mine,clay,4.940473703
2034,OCE,mine,clay,4.70521305
2035,OCE,mine,clay,4.481155286
2036,OCE,mine,clay,4.267766939
2037,OCE,mine,clay,4.064539942
2038,OCE,mine,clay,3.870990421
2039,OCE,mine,clay,3.686657544
2040,OCE,mine,clay,3.511102422
2041,OCE,mine,clay,3.343907069
2042,OCE,mine,clay,3.184673399
2043,OCE,mine,clay,3.033022285
2044,OCE,mine,clay,2.888592652
2045,OCE,mine,clay,2.751040621
2046,OCE,mine,clay,2.620038687
2047,OCE,mine,clay,2.49527494
2048,OCE,mine,clay,2.376452324
2049,OCE,mine,clay,2.263287927
2050,OCE,mine,clay,2.155512312
2051,OCE,mine,clay,2.052868868
2052,OCE,mine,clay,1.955113208
2053,OCE,mine,clay,1.862012579
2054,OCE,mine,clay,1.773345313
2055,OCE,mine,clay,1.688900298
2056,OCE,mine,clay,1.608476475
2057,OCE,mine,clay,1.531882357
2058,OCE,mine,clay,1.458935578
2059,OCE,mine,clay,1.389462455
2060,OCE,mine,clay,1.323297576
2061,OCE,mine,clay,1.260283406
2062,OCE,mine,clay,1.20026991
2063,OCE,mine,clay,1.1431142
2064,OCE,mine,clay,1.088680191
2065,OCE,mine,clay,1.036838277
2066,OCE,mine,clay,0.987465026
2067,OCE,mine,clay,0.940442882
2068,OCE,mine,clay,0.895659887
2069,OCE,mine,clay,0.853009416
2070,OCE,mine,clay,0.81238992
2071,OCE,mine,clay,0.773704686
2072,OCE,mine,clay,0.736861606
2073,OCE,mine,clay,0.701772958
2074,OCE,mine,clay,0.668355198
2075,OCE,mine,clay,0.63652876
2076,OCE,mine,clay,0.606217867
2077,OCE,mine,clay,0.577350349
2078,OCE,mine,clay,0.549857475
2079,OCE,mine,clay,0.523673786
2080,OCE,mine,clay,0.498736939
2081,OCE,mine,clay,0.474987561
2082,OCE,mine,clay,0.452369106
2083,OCE,mine,clay,0.43082772
2084,OCE,mine,clay,0.410312114
2085,OCE,mine,clay,0.390773442
2086,OCE,mine,clay,0.372165183
2087,OCE,mine,clay,0.354443031
2088,OCE,mine,clay,0.337564792
2089,OCE,mine,clay,0.321490278
2090,OCE,mine,clay,0.306181217
2091,OCE,mine,clay,0.291601159
2092,OCE,mine,clay,0.27771539
2093,OCE,mine,clay,0.264490847
2094,OCE,mine,clay,0.251896045
2095,OCE,mine,clay,0.239900995
2096,OCE,mine,clay,0.228477138
2097,OCE,mine,clay,0.217597275
2098,OCE,mine,clay,0.2072355
2099,OCE,mine,clay,0.197367142
2100,OCE,mine,clay,0.187968707
