Year,Stage,Input,Output,Cost
2045,cath,lce,nmc,9999
2046,cath,loh,lfp,9999
2046,cath,lce,nmc,9999
2047,cath,loh,lfp,9999
2047,cath,lce,nmc,9999
2048,cath,loh,lfp,9999
2048,cath,lce,nmc,9999
2049,cath,loh,lfp,9999
2049,cath,lce,nmc,9999
2050,cath,loh,lfp,9999
2050,cath,lce,nmc,9999
2051,cath,loh,lfp,9999
2051,cath,lce,nmc,9999
2052,cath,loh,lfp,9999
2052,cath,lce,nmc,9999
2053,cath,loh,lfp,9999
2053,cath,lce,nmc,9999
2054,cath,loh,lfp,9999
2054,cath,lce,nmc,9999
2055,cath,loh,lfp,9999
2055,cath,lce,nmc,9999
2056,cath,loh,lfp,9999
2056,cath,lce,nmc,9999
2057,cath,loh,lfp,9999
2057,cath,lce,nmc,9999
2058,cath,loh,lfp,9999
2058,cath,lce,nmc,9999
2059,cath,loh,lfp,9999
2059,cath,lce,nmc,9999
2060,cath,loh,lfp,9999
2060,cath,lce,nmc,9999
2061,cath,loh,lfp,9999
2061,cath,lce,nmc,9999
2062,cath,loh,lfp,9999
2062,cath,lce,nmc,9999
2063,cath,loh,lfp,9999
2063,cath,lce,nmc,9999
2064,cath,loh,lfp,9999
2064,cath,lce,nmc,9999
2065,cath,loh,lfp,9999
2065,cath,lce,nmc,9999
2066,cath,loh,lfp,9999
2066,cath,lce,nmc,9999
2067,cath,loh,lfp,9999
2067,cath,lce,nmc,9999
2068,cath,loh,lfp,9999
2068,cath,lce,nmc,9999
2069,cath,loh,lfp,9999
2069,cath,lce,nmc,9999
2070,cath,loh,lfp,9999
2070,cath,lce,nmc,9999
2071,cath,loh,lfp,9999
2071,cath,lce,nmc,9999
2072,cath,loh,lfp,9999
2072,cath,lce,nmc,9999
2073,cath,loh,lfp,9999
2073,cath,lce,nmc,9999
2074,cath,loh,lfp,9999
2074,cath,lce,nmc,9999
2075,cath,loh,lfp,9999
2075,cath,lce,nmc,9999
2076,cath,loh,lfp,9999
2076,cath,lce,nmc,9999
2077,cath,loh,lfp,9999
2077,cath,lce,nmc,9999
2078,cath,loh,lfp,9999
2078,cath,lce,nmc,9999
2079,cath,loh,lfp,9999
2079,cath,lce,nmc,9999
2080,cath,loh,lfp,9999
2080,cath,lce,nmc,9999
2081,cath,loh,lfp,9999
2081,cath,lce,nmc,9999
2082,cath,loh,lfp,9999
2082,cath,lce,nmc,9999
2083,cath,loh,lfp,9999
2083,cath,lce,nmc,9999
2084,cath,loh,lfp,9999
2084,cath,lce,nmc,9999
2085,cath,loh,lfp,9999
2085,cath,lce,nmc,9999
2086,cath,loh,lfp,9999
2086,cath,lce,nmc,9999
2087,cath,loh,lfp,9999
2087,cath,lce,nmc,9999
2088,cath,loh,lfp,9999
2088,cath,lce,nmc,9999
2089,cath,loh,lfp,9999
2089,cath,lce,nmc,9999
2090,cath,loh,lfp,9999
2090,cath,lce,nmc,9999
2091,cath,loh,lfp,9999
2091,cath,lce,nmc,9999
2092,cath,loh,lfp,9999
2092,cath,lce,nmc,9999
2093,cath,loh,lfp,9999
2093,cath,lce,nmc,9999
2094,cath,loh,lfp,9999
2094,cath,lce,nmc,9999
2095,cath,loh,lfp,9999
2095,cath,lce,nmc,9999
2096,cath,loh,lfp,9999
2096,cath,lce,nmc,9999
2097,cath,loh,lfp,9999
2097,cath,lce,nmc,9999
2098,cath,loh,lfp,9999
2098,cath,lce,nmc,9999
2099,cath,loh,lfp,9999
2099,cath,lce,nmc,9999
2100,cath,loh,lfp,9999
2100,cath,lce,nmc,9999
