Year,Stage,Input,Output,Cost
2072,cath,lce,nmc,45.78195666049981
2072,cath,lce,lfp,45.78195666049981
2073,cath,loh,nmc,43.6018634861903
2073,cath,loh,lfp,43.6018634861903
2073,cath,lce,nmc,43.6018634861903
2073,cath,lce,lfp,43.6018634861903
2074,cath,loh,nmc,41.525584272562185
2074,cath,loh,lfp,41.525584272562185
2074,cath,lce,nmc,41.525584272562185
2074,cath,lce,lfp,41.525584272562185
2075,cath,loh,nmc,39.54817549767827
2075,cath,loh,lfp,39.54817549767827
2075,cath,lce,nmc,39.54817549767827
2075,cath,lce,lfp,39.54817549767827
2076,cath,loh,nmc,37.66492904540788
2076,cath,loh,lfp,37.66492904540788
2076,cath,lce,nmc,37.66492904540788
2076,cath,lce,lfp,37.66492904540788
2077,cath,loh,nmc,35.87136099562655
2077,cath,loh,lfp,35.87136099562655
2077,cath,lce,nmc,35.87136099562655
2077,cath,lce,lfp,35.87136099562655
2078,cath,loh,nmc,34.16320094821576
2078,cath,loh,lfp,34.16320094821576
2078,cath,lce,nmc,34.16320094821576
2078,cath,lce,lfp,34.16320094821576
2079,cath,loh,nmc,32.53638185544359
2079,cath,loh,lfp,32.53638185544359
2079,cath,lce,nmc,32.53638185544359
2079,cath,lce,lfp,32.53638185544359
2080,cath,loh,nmc,30.987030338517698
2080,cath,loh,lfp,30.987030338517698
2080,cath,lce,nmc,30.987030338517698
2080,cath,lce,lfp,30.987030338517698
2081,cath,loh,nmc,29.51145746525495
2081,cath,loh,lfp,29.51145746525495
2081,cath,lce,nmc,29.51145746525495
2081,cath,lce,lfp,29.51145746525495
2082,cath,loh,nmc,28.106149966909474
2082,cath,loh,lfp,28.106149966909474
2082,cath,lce,nmc,28.106149966909474
2082,cath,lce,lfp,28.106149966909474
2083,cath,loh,nmc,26.76776187324712
2083,cath,loh,lfp,26.76776187324712
2083,cath,lce,nmc,26.76776187324712
2083,cath,lce,lfp,26.76776187324712
2084,cath,loh,nmc,25.493106545949633
2084,cath,loh,lfp,25.493106545949633
2084,cath,lce,nmc,25.493106545949633
2084,cath,lce,lfp,25.493106545949633
2085,cath,loh,nmc,24.279149091380614
2085,cath,loh,lfp,24.279149091380614
2085,cath,lce,nmc,24.279149091380614
2085,cath,lce,lfp,24.279149091380614
2086,cath,loh,nmc,23.122999134648193
2086,cath,loh,lfp,23.122999134648193
2086,cath,lce,nmc,23.122999134648193
2086,cath,lce,lfp,23.122999134648193
2087,cath,loh,nmc,22.021903937760186
2087,cath,loh,lfp,22.021903937760186
2087,cath,lce,nmc,22.021903937760186
2087,cath,lce,lfp,22.021903937760186
2088,cath,loh,nmc,20.97324184548589
2088,cath,loh,lfp,20.97324184548589
2088,cath,lce,nmc,20.97324184548589
2088,cath,lce,lfp,20.97324184548589
2089,cath,loh,nmc,19.974516043319895
2089,cath,loh,lfp,19.974516043319895
2089,cath,lce,nmc,19.974516043319895
2089,cath,lce,lfp,19.974516043319895
2090,cath,loh,nmc,19.023348612685613
2090,cath,loh,lfp,19.023348612685613
2090,cath,lce,nmc,19.023348612685613
2090,cath,lce,lfp,19.023348612685613
2091,cath,loh,nmc,18.117474869224395
2091,cath,loh,lfp,18.117474869224395
